index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
21736,0.31,Ideal,E,VS1,61.6,55.0,4.37,4.39,2.7,2023
21737,0.31,Ideal,G,IF,61.0,55.0,4.39,4.42,2.69,2023
21738,0.31,Ideal,G,IF,62.5,56.0,4.33,4.37,2.71,2023
21739,0.31,Ideal,G,IF,61.7,55.0,4.37,4.39,2.7,2023
21740,0.43,Premium,F,SI2,61.8,57.0,4.88,4.83,3.0,2023
21741,0.43,Premium,F,SI2,60.2,60.0,4.91,4.85,2.94,2023
21742,0.43,Premium,F,SI2,60.5,59.0,4.91,4.88,2.96,2023
21743,0.5,Fair,E,SI2,68.6,56.0,4.87,4.75,3.3,2023
21744,0.32,Very Good,G,IF,62.9,55.0,4.37,4.4,2.75,2023
21745,0.51,Very Good,J,SI1,61.7,56.0,5.14,5.17,3.18,2023
21746,0.35,Ideal,F,VVS2,61.2,56.0,4.56,4.58,2.8,2023
21747,0.42,Ideal,F,VS2,62.0,55.0,4.79,4.82,2.98,2023
21748,0.31,Ideal,F,VS1,62.1,56.0,4.35,4.32,2.69,2023
21749,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,2023
21750,0.34,Ideal,I,SI1,61.9,56.0,4.47,4.5,2.77,2023
21751,0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,2023
21752,0.27,Very Good,E,VS2,63.1,57.0,4.07,4.11,2.58,2023
21753,0.27,Very Good,E,VS2,59.5,56.0,4.2,4.31,2.53,2023
21754,0.27,Very Good,F,VS2,58.7,58.0,4.25,4.3,2.51,2023
21755,0.27,Very Good,E,VS1,60.2,58.0,4.19,4.22,2.53,2023
21756,0.27,Very Good,D,VS1,59.9,58.0,4.17,4.24,2.52,2023
21757,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,2023
21758,0.27,Very Good,D,VS1,60.4,59.0,4.15,4.2,2.52,2023
21759,0.27,Ideal,D,VS2,60.2,57.0,4.19,4.21,2.53,2023
21760,0.28,Good,E,VS1,64.3,55.0,4.14,4.16,2.67,2023
21761,0.22,Premium,F,SI1,61.7,60.0,3.9,3.85,2.39,2023
21762,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,2023
21763,0.27,Ideal,E,VS2,62.7,55.0,4.15,4.18,2.61,2023
21764,0.27,Very Good,D,VS2,62.0,57.0,4.11,4.15,2.56,2023
21765,0.27,Premium,E,VS1,61.5,58.0,4.17,4.22,2.58,2023
21766,0.31,Premium,E,VS2,60.6,59.0,4.39,4.36,2.65,2023
21767,0.31,Premium,F,VS1,61.8,60.0,4.39,4.35,2.7,2023
21768,0.31,Premium,E,VS2,61.0,58.0,4.39,4.37,2.67,2023
21769,0.31,Ideal,E,VS2,62.9,57.0,4.35,4.3,2.72,2023
21770,0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,2023
21771,0.31,Ideal,E,VS2,61.6,56.0,4.4,4.37,2.7,2023
21772,0.31,Ideal,E,VS2,61.8,55.0,4.4,4.37,2.71,2023
21773,0.31,Ideal,E,VS2,61.0,54.0,4.41,4.37,2.68,2023
21774,0.31,Ideal,E,VS2,61.5,55.0,4.41,4.37,2.7,2023
21775,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,2023
21776,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.36,2.71,2023
21777,0.31,Ideal,E,VS2,61.8,54.0,4.41,4.36,2.71,2023
21778,0.31,Ideal,E,VS2,61.8,55.0,4.39,4.35,2.7,2023
21779,0.31,Ideal,E,VS2,61.7,55.0,4.39,4.36,2.7,2023
21780,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.34,2.7,2023
21781,0.31,Premium,E,VS2,60.8,58.0,4.37,4.35,2.65,2023
21782,0.31,Ideal,E,VS2,61.5,56.0,4.37,4.34,2.68,2023
21783,0.31,Ideal,E,VS2,62.0,56.0,4.37,4.34,2.7,2023
21784,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,2023
21785,0.31,Ideal,E,VS2,61.0,56.0,4.38,4.34,2.66,2023
21786,0.31,Ideal,E,VS2,61.4,54.0,4.4,4.33,2.68,2023
21787,0.31,Premium,E,VS2,60.5,60.0,4.36,4.34,2.63,2023
21788,0.31,Ideal,E,VS2,61.8,56.0,4.36,4.34,2.69,2023
21789,0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,2023
21790,0.31,Ideal,E,VS2,62.8,57.0,4.37,4.33,2.73,2023
21791,0.31,Ideal,E,VS2,61.6,56.0,4.38,4.32,2.68,2023
21792,0.31,Premium,E,VS2,61.3,60.0,4.39,4.32,2.67,2023
21793,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.33,2.68,2023
21794,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,2023
21795,0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,2023
21796,0.31,Ideal,E,VS2,61.7,56.0,4.35,4.31,2.67,2023
21797,0.31,Premium,E,VS2,61.7,58.0,4.34,4.31,2.67,2023
21798,0.31,Premium,E,VS2,61.8,59.0,4.37,4.3,2.68,2023
21799,0.31,Ideal,E,VS2,62.6,56.0,4.33,4.3,2.7,2023
21800,0.31,Ideal,E,VS2,62.9,56.0,4.33,4.29,2.71,2023
21801,0.31,Premium,E,VS2,62.6,58.0,4.33,4.29,2.7,2023
21802,0.39,Very Good,G,VVS1,60.3,57.0,4.74,4.78,2.87,2023
21803,0.41,Good,D,VS2,63.4,54.0,4.74,4.79,3.02,2023
21804,0.3,Ideal,G,VVS1,62.1,56.0,4.35,4.28,2.68,2023
21805,0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,2023
21806,0.33,Ideal,E,VS2,61.6,55.0,4.46,4.5,2.76,2023
21807,0.33,Ideal,E,VS2,61.9,55.0,4.46,4.49,2.77,2023
21808,0.4,Ideal,G,SI1,60.9,55.0,4.82,4.79,2.93,2023
21809,0.3,Ideal,F,IF,59.4,60.0,4.37,4.39,2.6,2023
21810,0.3,Ideal,F,IF,61.8,55.0,4.31,4.33,2.67,2023
21811,0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,2023
21812,0.3,Ideal,F,IF,60.0,59.0,4.37,4.39,2.63,2023
21813,0.3,Ideal,F,IF,61.7,56.0,4.31,4.35,2.67,2023
21814,0.3,Ideal,F,IF,60.8,57.0,4.34,4.38,2.65,2023
21815,0.3,Ideal,F,IF,60.9,57.0,4.35,4.38,2.66,2023
21816,0.38,Good,F,VS2,56.2,61.0,4.84,4.87,2.73,2023
21817,0.46,Very Good,J,VS1,62.5,58.0,4.87,4.92,3.06,2023
21818,0.31,Ideal,F,IF,62.3,57.0,4.3,4.34,2.69,2023
21819,0.31,Premium,F,IF,61.6,58.0,4.33,4.37,2.68,2023
21820,0.38,Ideal,I,VS1,61.5,56.0,4.67,4.71,2.88,2023
21821,0.37,Ideal,E,VS1,61.4,56.0,4.65,4.66,2.86,2023
21822,0.39,Ideal,H,SI1,61.8,55.0,4.68,4.71,2.9,2023
21823,0.37,Premium,I,VVS1,61.6,59.0,4.66,4.62,2.86,2023
21824,0.37,Premium,D,SI1,62.3,56.0,4.64,4.61,2.88,2023
21825,0.37,Premium,D,SI1,61.9,59.0,4.65,4.62,2.87,2023
21826,0.37,Premium,D,SI1,60.4,59.0,4.68,4.62,2.81,2023
21827,0.37,Good,D,SI1,63.7,55.0,4.59,4.55,2.91,2023
21828,0.37,Premium,D,SI1,62.7,58.0,4.58,4.55,2.86,2023
21829,0.39,Very Good,G,VVS2,62.1,55.0,4.67,4.7,2.91,2023
21830,0.41,Ideal,I,VVS1,61.0,56.0,4.79,4.82,2.93,2023
21831,0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,2023
21832,0.36,Ideal,F,VS2,61.0,57.0,4.6,4.62,2.81,2023
21833,0.39,Ideal,E,VS2,60.8,57.0,4.73,4.75,2.88,2023
21834,0.41,Ideal,E,VS2,62.3,54.0,4.74,4.8,2.97,2023
21835,0.34,Ideal,E,VS1,61.2,55.0,4.52,4.56,2.77,2023
21836,0.34,Ideal,E,VS1,60.3,57.0,4.52,4.54,2.73,2023
21837,0.32,Fair,D,VVS1,62.4,61.0,4.38,4.44,2.75,2023
21838,0.32,Very Good,G,VVS1,61.2,59.0,4.41,4.45,2.71,2023
21839,0.37,Ideal,E,VS1,61.2,56.0,4.64,4.67,2.85,2023
21840,0.39,Ideal,E,VS1,60.2,56.0,4.78,4.79,2.88,2023
21841,0.39,Very Good,D,VS1,61.7,59.0,4.64,4.69,2.88,2023
21842,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,2023
21843,0.37,Premium,D,VS2,61.0,59.0,4.59,4.63,2.81,2023
21844,0.32,Ideal,F,VS1,62.0,54.0,4.44,4.43,2.75,2023
21845,0.32,Ideal,F,VS1,61.9,55.0,4.41,4.4,2.73,2023
21846,0.37,Ideal,F,VVS2,60.5,60.0,4.65,4.67,2.82,2023
21847,0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99,2023
21848,0.41,Premium,H,SI1,62.6,59.0,4.77,4.72,2.97,2023
21849,0.41,Ideal,H,SI1,62.8,56.0,4.77,4.72,2.98,2023
21850,0.41,Premium,H,SI1,62.0,59.0,4.8,4.78,2.97,2023
21851,0.41,Ideal,H,SI1,62.6,55.0,4.79,4.77,2.99,2023
21852,0.41,Premium,H,SI1,60.0,61.0,4.83,4.77,2.88,2023
21853,0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92,2023
21854,0.41,Premium,H,SI1,61.7,60.0,4.75,4.71,2.92,2023
21855,0.41,Premium,H,SI1,61.4,60.0,4.78,4.73,2.92,2023
21856,0.41,Ideal,E,SI2,59.8,55.0,4.93,4.81,2.91,2023
21857,0.41,Premium,E,SI2,61.3,59.0,4.85,4.8,2.96,2023
21858,0.41,Ideal,E,SI2,60.7,57.0,4.85,4.81,2.93,2023
21859,0.41,Premium,E,SI2,60.0,59.0,4.82,4.78,2.88,2023
21860,0.41,Premium,E,SI2,61.3,57.0,4.83,4.79,2.95,2023
21861,0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,2023
21862,0.41,Ideal,E,SI2,61.9,57.0,4.8,4.76,2.96,2023
21863,0.41,Premium,E,SI2,61.9,55.0,4.8,4.77,2.96,2023
21864,0.41,Ideal,E,SI2,62.8,57.0,4.73,4.7,2.96,2023
21865,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,2023
21866,0.41,Ideal,D,SI2,62.6,55.0,4.8,4.76,2.99,2023
21867,0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96,2023
21868,0.41,Premium,D,SI2,62.0,58.0,4.78,4.74,2.95,2023
21869,0.41,Ideal,D,SI2,62.3,57.0,4.78,4.75,2.97,2023
21870,0.41,Ideal,D,SI2,62.7,55.0,4.75,4.72,2.97,2023
21871,0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,2023
21872,0.4,Premium,H,VVS2,60.9,58.0,4.74,4.79,2.9,2023
21873,0.4,Ideal,G,VS1,62.4,57.0,4.72,4.74,2.95,2023
21874,0.4,Very Good,G,VS1,62.8,56.0,4.67,4.7,2.94,2023
21875,0.4,Premium,G,VS1,61.3,60.0,4.66,4.71,2.87,2023
21876,0.4,Ideal,H,VVS2,62.4,57.0,4.69,4.73,2.94,2023
21877,0.4,Ideal,G,VS1,61.3,55.0,4.75,4.78,2.92,2023
21878,0.4,Premium,G,VS1,60.3,59.0,4.76,4.8,2.88,2023
21879,0.4,Premium,G,VS1,60.7,58.0,4.78,4.81,2.91,2023
21880,0.4,Ideal,G,VS1,62.2,56.0,4.72,4.74,2.94,2023
21881,0.4,Ideal,G,VS1,60.7,57.0,4.77,4.78,2.9,2023
21882,0.31,Ideal,D,VS1,61.8,55.0,4.36,4.34,2.69,2023
21883,0.31,Ideal,D,VS1,62.0,54.0,4.36,4.35,2.7,2023
21884,0.31,Premium,D,VS1,59.6,58.0,4.41,4.38,2.62,2023
21885,0.31,Very Good,G,IF,60.8,56.0,4.41,4.44,2.69,2023
21886,0.31,Ideal,F,VVS1,61.2,57.0,4.42,4.4,2.7,2023
21887,0.3,Very Good,E,VVS2,63.2,59.0,4.28,4.27,2.7,2023
21888,0.39,Premium,G,SI1,62.4,58.0,4.72,4.67,2.93,2023
21889,0.44,Very Good,E,SI2,63.2,59.0,4.85,4.8,3.05,2023
21890,0.41,Very Good,F,SI1,63.1,56.0,4.73,4.69,2.97,2023
21891,0.3,Premium,H,VVS1,62.7,59.0,4.32,4.29,2.7,2023
21892,0.3,Very Good,H,VVS1,63.3,55.0,4.34,4.29,2.73,2023
21893,0.3,Ideal,H,VVS1,62.0,55.0,4.34,4.3,2.68,2023
21894,0.3,Very Good,H,VVS1,63.4,57.0,4.31,4.27,2.72,2023
21895,0.3,Premium,H,VVS1,63.0,58.0,4.25,4.22,2.67,2023
21896,0.3,Very Good,H,VVS1,63.3,60.0,4.25,4.22,2.68,2023
21897,0.3,Ideal,H,VVS1,63.0,56.0,4.27,4.24,2.68,2023
21898,0.3,Premium,H,VVS1,61.3,61.0,4.29,4.26,2.62,2023
21899,0.3,Premium,G,VVS2,60.6,58.0,4.36,4.35,2.64,2023
21900,0.3,Ideal,G,VVS2,60.6,57.0,4.35,4.33,2.63,2023
21901,0.3,Premium,G,VVS2,61.2,59.0,4.35,4.31,2.65,2023
21902,0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,2023
21903,0.3,Ideal,G,VVS2,61.5,56.0,4.34,4.31,2.66,2023
21904,0.3,Premium,G,VVS2,61.3,58.0,4.34,4.28,2.64,2023
21905,0.3,Ideal,G,VVS2,61.5,57.0,4.33,4.29,2.65,2023
21906,0.3,Premium,G,VVS2,62.2,59.0,4.31,4.28,2.67,2023
21907,0.3,Good,G,VVS2,63.8,56.0,4.29,4.27,2.73,2023
21908,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,2023
21909,0.3,Premium,G,VVS2,62.6,58.0,4.29,4.27,2.68,2023
21910,0.3,Good,G,VVS2,63.6,57.0,4.3,4.26,2.72,2023
21911,0.3,Ideal,G,VVS2,62.7,57.0,4.29,4.26,2.68,2023
21912,0.3,Premium,G,VVS2,62.0,58.0,4.29,4.26,2.65,2023
21913,0.3,Premium,G,VVS2,62.3,59.0,4.29,4.25,2.66,2023
21914,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,2023
21915,0.3,Premium,G,VVS2,61.9,59.0,4.28,4.25,2.64,2023
21916,0.3,Premium,G,VVS2,62.6,58.0,4.28,4.25,2.67,2023
21917,0.3,Very Good,G,VVS2,63.5,54.0,4.26,4.25,2.7,2023
21918,0.3,Premium,G,VVS2,61.6,60.0,4.27,4.24,2.62,2023
21919,0.3,Premium,G,VVS2,62.9,55.0,4.28,4.24,2.68,2023
21920,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,2023
21921,0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,2023
21922,0.3,Premium,G,VVS2,62.1,59.0,4.27,4.23,2.64,2023
21923,0.3,Very Good,G,VVS2,63.3,57.0,4.27,4.23,2.69,2023
21924,0.3,Good,G,VVS1,64.0,57.0,4.27,4.23,2.72,2023
21925,0.39,Premium,G,SI1,60.9,58.0,4.73,4.7,2.87,2023
21926,0.4,Very Good,E,VS2,62.0,60.0,4.67,4.69,2.9,2023
21927,0.38,Ideal,G,VVS2,62.0,57.0,4.64,4.66,2.89,2023
21928,0.38,Ideal,G,VVS2,60.0,56.0,4.72,4.76,2.84,2023
21929,0.32,Ideal,E,VVS1,61.7,55.0,4.38,4.41,2.71,2023
21930,0.38,Ideal,F,VS1,59.8,57.0,4.72,4.75,2.84,2023
21931,0.31,Ideal,D,VS2,59.4,57.0,4.5,4.45,2.66,2023
21932,0.31,Ideal,D,VS2,61.8,56.0,4.39,4.35,2.7,2023
21933,0.43,Ideal,G,VS1,61.2,57.0,4.83,4.88,2.97,2023
21934,0.33,Ideal,F,VVS1,62.6,54.0,4.44,4.47,2.79,2023
21935,0.33,Ideal,F,VVS1,62.5,54.0,4.43,4.46,2.78,2023
21936,0.33,Ideal,F,VVS1,62.0,55.0,4.44,4.47,2.76,2023
21937,0.33,Ideal,F,VVS1,60.6,57.0,4.51,4.53,2.74,2023
21938,0.33,Ideal,F,VVS1,61.8,53.0,4.48,4.51,2.78,2023
21939,0.33,Ideal,F,VVS1,61.7,55.0,4.42,4.46,2.74,2023
21940,0.33,Ideal,F,VVS1,61.9,54.0,4.42,4.46,2.75,2023
21941,0.34,Premium,F,VS2,61.2,59.0,4.53,4.49,2.76,2023
21942,0.34,Premium,H,VVS2,61.4,58.0,4.5,4.46,2.75,2023
21943,0.34,Ideal,H,VVS2,62.2,55.0,4.49,4.48,2.79,2023
21944,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,2023
21945,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,2023
21946,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,2023
21947,0.34,Ideal,F,VS2,62.1,55.0,4.51,4.47,2.79,2023
21948,0.34,Premium,F,VS2,61.2,59.0,4.52,4.47,2.75,2023
21949,0.23,Very Good,F,VS1,62.1,58.0,3.91,3.95,2.44,2023
21950,0.23,Very Good,D,VS1,59.0,61.0,4.04,4.06,2.39,2023
21951,0.3,Ideal,J,VS1,62.6,53.0,4.28,4.32,2.69,2023
21952,0.24,Good,F,VS1,60.8,64.0,3.96,4.0,2.42,2023
21953,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,2023
21954,0.23,Good,E,VS1,64.3,59.0,3.84,3.87,2.48,2023
21955,0.28,Good,E,SI1,62.6,60.0,4.12,4.15,2.59,2023
21956,0.32,Good,I,SI2,63.4,56.0,4.34,4.37,2.76,2023
21957,0.32,Very Good,J,SI1,61.6,58.0,4.36,4.4,2.7,2023
21958,0.32,Good,I,SI2,63.1,58.0,4.34,4.41,2.76,2023
21959,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,2023
21960,0.28,Very Good,H,VS2,61.4,57.0,4.21,4.23,2.59,2023
21961,0.23,Good,F,VS1,63.2,58.0,3.86,3.89,2.45,2023
21962,0.27,Good,E,VS1,57.5,63.0,4.24,4.28,2.45,2023
21963,0.31,Good,I,SI1,64.3,55.0,4.27,4.29,2.75,2023
21964,0.23,Very Good,H,VVS2,62.0,55.0,3.93,3.95,2.44,2023
21965,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,2023
21966,0.23,Very Good,E,VS1,60.4,62.0,3.93,3.99,2.39,2023
21967,0.24,Good,E,VS2,63.0,59.0,3.96,4.01,2.51,2023
21968,0.3,Good,H,SI2,63.9,57.0,4.24,4.27,2.72,2023
21969,0.3,Good,H,SI2,63.2,55.0,4.26,4.29,2.7,2023
21970,0.3,Premium,H,SI2,61.9,60.0,4.27,4.29,2.65,2023
21971,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,2023
21972,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,2023
21973,0.29,Very Good,G,VS2,61.7,56.0,4.27,4.3,2.64,2023
21974,0.32,Ideal,H,SI1,61.0,56.6,4.4,4.43,2.7,2023
21975,0.24,Good,F,VVS2,64.0,61.0,3.91,3.93,2.51,2023
21976,0.31,Very Good,G,VS2,58.8,62.0,4.4,4.41,2.59,2023
21977,0.36,Very Good,E,SI2,62.4,58.0,4.54,4.56,2.84,2023
21978,0.32,Ideal,I,VS1,62.3,56.0,4.37,4.4,2.73,2023
21979,0.31,Premium,G,VS2,61.2,59.0,4.36,4.4,2.68,2023
21980,0.23,Very Good,F,VVS2,63.1,56.0,3.93,3.96,2.49,2023
21981,0.23,Very Good,D,VVS2,58.5,62.0,4.04,4.06,2.37,2023
21982,0.23,Very Good,E,VVS1,61.9,58.0,3.94,3.98,2.45,2023
21983,0.23,Very Good,E,VVS1,61.4,60.0,3.95,3.97,2.43,2023
21984,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,2023
21985,0.23,Very Good,E,VVS1,61.8,59.0,3.89,3.91,2.41,2023
21986,0.23,Good,E,VVS2,64.5,55.0,3.85,3.9,2.5,2023
21987,0.23,Good,F,VVS1,60.3,66.0,3.93,3.96,2.38,2023
21988,0.23,Good,E,VVS1,64.4,57.0,3.87,3.9,2.5,2023
21989,0.35,Ideal,I,SI1,61.3,54.0,4.51,4.56,2.78,2023
21990,0.35,Good,I,SI1,63.6,56.0,4.5,4.53,2.87,2023
21991,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,2023
21992,0.34,Premium,F,VS2,62.9,58.0,4.46,4.44,2.8,2023
21993,0.34,Premium,F,VS2,62.6,59.0,4.48,4.44,2.79,2023
21994,0.34,Ideal,H,VVS2,63.0,55.0,4.48,4.44,2.81,2023
21995,0.34,Ideal,D,VS2,61.6,55.0,4.54,4.48,2.78,2023
21996,0.35,Ideal,E,VVS2,61.3,56.0,4.54,4.6,2.8,2023
21997,0.46,Ideal,F,SI2,61.4,56.0,4.97,5.0,3.06,2023
21998,0.31,Premium,D,VVS1,62.7,58.0,4.3,4.31,2.7,2023
21999,0.38,Ideal,D,VS1,62.0,57.0,4.69,4.7,2.91,2023
22000,0.35,Ideal,D,VVS2,61.6,56.0,4.55,4.57,2.81,2023
22001,0.31,Ideal,F,VVS1,61.9,53.5,4.36,4.39,2.71,2023
22002,0.38,Ideal,G,VS1,62.0,55.0,4.64,4.68,2.89,2023
22003,0.42,Premium,G,SI1,60.6,62.0,4.85,4.82,2.93,2023
22004,0.42,Premium,G,SI1,62.7,58.0,4.79,4.75,2.99,2023
22005,0.4,Very Good,I,VS1,63.5,55.0,4.71,4.67,2.98,2023
22006,0.4,Good,F,SI1,63.6,56.0,4.68,4.63,2.96,2023
22007,0.4,Very Good,F,SI1,63.1,58.0,4.69,4.66,2.95,2023
22008,0.4,Premium,E,SI1,61.4,58.0,4.81,4.77,2.94,2023
22009,0.4,Premium,E,SI1,62.9,59.0,4.72,4.69,2.96,2023
22010,0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91,2023
22011,0.4,Very Good,E,SI1,63.5,55.0,4.71,4.67,2.98,2023
22012,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,2023
22013,0.4,Premium,E,SI1,62.2,62.0,4.69,4.66,2.91,2023
22014,0.4,Good,E,SI1,63.7,57.0,4.69,4.66,2.98,2023
22015,0.4,Good,E,SI1,63.9,58.0,4.67,4.63,2.97,2023
22016,0.4,Ideal,E,SI1,63.0,57.0,4.68,4.65,2.94,2023
22017,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,2023
22018,0.4,Premium,F,SI1,61.5,60.0,4.77,4.7,2.91,2023
22019,0.39,Very Good,E,VS1,59.7,56.0,4.8,4.85,2.88,2023
22020,0.38,Very Good,F,VS1,62.7,57.0,4.71,4.64,2.93,2023
22021,0.4,Ideal,G,VVS2,61.4,53.0,4.73,4.81,2.93,2023
22022,0.32,Ideal,E,VVS2,61.1,55.0,4.41,4.46,2.71,2023
22023,0.32,Ideal,G,IF,62.3,54.0,4.39,4.4,2.74,2023
22024,0.4,Good,F,VS1,63.0,62.0,4.65,4.68,2.94,2023
22025,0.42,Ideal,I,VVS1,62.7,55.0,4.77,4.8,3.0,2023
22026,0.42,Very Good,F,VS2,61.7,59.0,4.75,4.82,2.95,2023
22027,0.42,Ideal,I,VVS1,62.4,57.0,4.79,4.83,3.0,2023
22028,0.42,Ideal,I,VVS1,62.5,57.0,4.77,4.8,2.99,2023
22029,0.31,Ideal,F,VVS1,61.8,56.0,4.33,4.37,2.69,2023
22030,0.47,Ideal,I,VS2,62.1,54.0,4.98,5.0,3.1,2023
22031,0.38,Ideal,D,SI1,61.8,55.0,4.67,4.69,2.89,2023
22032,0.4,Premium,D,SI1,60.9,60.0,4.78,4.74,2.9,2023
22033,0.34,Ideal,D,VVS2,61.2,56.0,4.5,4.52,2.76,2023
22034,0.3,Ideal,D,VS1,61.1,57.0,4.34,4.37,2.66,2023
22035,0.3,Ideal,D,VS1,60.7,56.0,4.38,4.41,2.67,2023
22036,0.32,Very Good,F,VVS1,61.6,56.0,4.37,4.41,2.7,2023
22037,0.32,Very Good,F,VVS1,59.4,59.0,4.45,4.47,2.65,2023
22038,0.32,Very Good,F,VVS1,62.2,55.0,4.39,4.43,2.74,2023
22039,0.3,Very Good,F,IF,62.4,56.0,4.28,4.31,2.68,2023
22040,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,2023
22041,0.3,Very Good,F,IF,62.6,55.0,4.3,4.32,2.7,2023
22042,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,2023
22043,0.39,Ideal,F,SI1,61.8,55.0,4.7,4.72,2.91,2023
22044,0.3,Ideal,F,IF,61.8,54.0,4.34,4.36,2.69,2023
22045,0.3,Ideal,F,IF,61.1,58.0,4.32,4.36,2.65,2023
22046,0.3,Ideal,F,IF,61.8,58.0,4.27,4.3,2.65,2023
22047,0.3,Ideal,F,IF,62.4,56.0,4.26,4.3,2.67,2023
22048,0.3,Ideal,F,IF,62.3,57.0,4.25,4.29,2.66,2023
22049,0.3,Ideal,F,IF,61.7,57.0,4.28,4.31,2.65,2023
22050,0.3,Ideal,F,IF,61.4,57.0,4.34,4.36,2.67,2023
22051,0.3,Ideal,F,IF,62.3,55.0,4.3,4.34,2.69,2023
22052,0.3,Ideal,F,IF,61.7,58.0,4.3,4.32,2.66,2023
22053,0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,2023
22054,0.3,Ideal,F,IF,61.8,54.0,4.34,4.37,2.69,2023
22055,0.3,Ideal,F,IF,62.4,54.0,4.33,4.36,2.71,2023
22056,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,2023
22057,0.3,Ideal,F,IF,62.6,57.0,4.25,4.28,2.67,2023
22058,0.3,Ideal,F,IF,61.3,56.0,4.33,4.35,2.66,2023
22059,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,2023
22060,0.3,Ideal,F,IF,62.1,55.0,4.31,4.35,2.69,2023
22061,0.3,Ideal,F,IF,62.3,53.0,4.34,4.36,2.71,2023
22062,0.3,Ideal,F,IF,62.4,58.0,4.25,4.28,2.66,2023
22063,0.3,Ideal,F,IF,61.8,56.0,4.31,4.33,2.67,2023
22064,0.3,Ideal,F,IF,62.3,55.0,4.29,4.31,2.68,2023
22065,0.38,Good,I,IF,56.6,59.0,4.82,4.87,2.74,2023
22066,0.42,Ideal,F,SI1,61.6,56.0,4.83,4.81,2.97,2023
22067,0.35,Ideal,G,VVS1,61.2,56.0,4.55,4.57,2.79,2023
22068,0.35,Ideal,G,VVS1,61.7,56.0,4.54,4.57,2.81,2023
22069,0.4,Very Good,E,VS2,63.0,57.0,4.67,4.69,2.95,2023
22070,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,2023
22071,0.45,Ideal,H,VS1,62.0,54.0,4.92,4.95,3.06,2023
22072,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,2023
22073,0.41,Very Good,F,VS1,62.1,60.0,4.72,4.75,2.94,2023
22074,0.39,Ideal,E,VS1,59.9,57.0,4.78,4.8,2.87,2023
22075,0.39,Premium,E,VS2,61.4,58.0,4.68,4.73,2.89,2023
22076,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,2023
22077,0.38,Ideal,F,VS2,61.2,57.0,4.67,4.64,2.85,2023
